temperature,humidity,co2,feed,age_week,daily_gain,survival_rate
16.58,62.4,490,0.717,2,0.767,86.08
25.68,57.7,926,1.378,0,0.913,88.36
19.74,48.9,710,0.985,3,0.938,91.6
21.48,55.7,1080,1.133,3,0.958,92.39
23.21,62.0,900,1.134,5,0.98,92.75
18.69,75.2,628,1.052,1,0.85,83.22
28.56,44.7,959,1.043,3,0.905,86.36
21.01,54.5,400,1.148,3,0.963,93.08
25.12,65.1,1249,1.426,1,0.866,86.37
24.3,47.5,583,1.061,6,1.006,93.32
22.54,69.0,911,1.483,2,0.97,91.84
22.68,56.5,1248,1.181,2,0.886,90.49
24.64,69.6,1130,0.658,3,0.654,87.41
21.01,54.6,1031,0.943,2,0.809,94.63
21.7,69.5,1168,0.788,0,0.769,91.84
22.42,43.7,414,1.269,5,1.105,93.28
20.9,58.8,962,1.276,4,1.091,90.8
14.18,59.2,696,0.884,3,0.808,86.29
24.25,53.9,1826,1.439,3,0.892,87.46
21.41,30.0,461,0.588,3,0.727,90.76
22.46,61.4,1780,1.106,7,0.895,89.99
22.7,41.7,595,0.953,4,0.845,91.75
19.16,54.5,691,0.93,4,0.963,90.86
23.92,64.7,1083,1.524,1,0.979,88.27
17.83,46.7,583,1.367,2,1.073,88.16
20.57,54.1,999,0.929,2,0.869,90.53
17.96,52.8,1029,1.049,2,0.839,90.62
25.71,46.2,1691,1.511,4,0.959,84.52
17.5,80.9,1244,1.043,5,0.802,81.3
24.11,65.9,989,1.275,1,0.867,89.36
24.0,53.1,1108,1.072,2,0.913,91.71
19.4,64.8,1597,0.921,4,0.767,86.87
23.3,54.0,539,0.748,1,0.822,90.92
15.58,74.0,953,1.077,0,0.747,80.23
16.53,59.5,1430,0.813,4,0.892,84.57
20.56,56.7,1339,0.97,2,0.863,90.65
26.25,51.9,1720,0.928,5,0.907,86.74
22.82,58.5,1068,0.974,3,0.887,92.39
20.67,65.4,923,0.684,0,0.71,89.81
16.82,65.3,494,1.176,3,0.99,87.45
21.81,59.4,1024,0.4,1,0.648,91.5
23.28,69.8,2459,0.751,2,0.59,82.46
17.3,73.6,1360,1.202,3,0.918,83.99
26.14,63.3,2163,1.308,3,0.784,83.47
24.3,61.0,1094,1.053,5,0.965,90.84
26.99,43.6,924,1.228,4,0.903,85.76
20.43,74.5,1367,1.309,7,1.002,89.74
20.65,55.3,512,1.048,0,0.906,90.52
24.24,57.2,983,1.113,4,1.019,91.02
18.59,59.8,1019,0.538,4,0.833,90.49
16.98,58.0,434,1.484,1,1.017,86.26
17.05,60.4,607,0.616,3,0.828,88.63
16.03,49.9,438,1.245,6,1.071,86.44
25.31,50.8,413,1.274,6,1.045,89.59
25.7,56.4,755,1.015,7,1.114,90.13
17.75,47.4,839,0.873,1,0.837,87.32
26.58,55.6,1076,0.83,7,0.796,90.83
21.93,68.6,1621,0.988,2,0.887,90.62
26.34,65.5,719,1.387,3,0.912,88.88
18.9,60.1,479,0.959,1,0.853,89.66
20.5,55.6,558,1.561,5,1.104,92.57
27.38,49.0,941,1.675,3,0.996,85.91
21.47,62.4,622,1.349,4,1.003,93.27
25.81,60.4,2118,1.123,1,0.709,86.0
28.33,34.9,553,1.29,6,0.885,82.54
22.57,64.2,519,1.023,0,0.816,91.89
24.34,38.1,473,1.232,5,0.981,86.48
21.52,60.9,1194,1.047,1,0.887,91.07
23.69,59.5,1545,1.221,1,0.875,88.26
24.07,53.3,835,1.04,2,0.932,91.01
24.67,39.0,549,0.987,6,1.017,89.32
25.16,36.5,1323,1.45,1,0.874,83.33
14.44,60.6,916,1.477,2,0.853,84.84
27.26,30.0,690,0.948,5,0.967,84.33
25.89,61.0,784,1.449,4,1.082,90.02
16.99,39.2,708,0.903,0,0.847,86.5
21.38,59.0,901,0.65,6,0.975,94.01
25.01,49.2,887,1.227,1,0.905,88.22
22.97,41.3,725,0.714,0,0.619,87.84
26.94,51.5,1276,0.554,1,0.586,88.06
23.38,55.7,441,1.211,4,1.048,94.19
25.85,45.4,417,0.848,0,0.759,87.83
24.21,30.0,522,1.444,4,0.972,87.27
24.69,36.9,419,1.509,4,0.894,89.14
22.31,43.9,777,0.72,5,0.905,93.84
30.18,52.9,1185,0.46,0,0.424,81.6
26.66,41.1,829,1.305,6,0.966,87.54
21.4,51.6,833,0.892,2,0.914,91.56
23.24,55.8,2237,1.222,5,0.849,88.62
18.79,62.8,634,1.215,5,0.995,91.4
22.15,78.2,2412,1.524,5,0.873,87.52
27.29,36.7,1546,0.786,1,0.687,81.92
23.68,65.5,791,1.028,3,0.893,87.19
21.44,63.7,3000,1.207,2,0.834,82.81
18.11,55.1,484,1.199,4,0.969,90.39
20.61,75.4,904,1.137,4,0.798,88.61
24.68,65.1,1535,1.481,2,0.832,86.65
24.75,61.5,2179,0.65,1,0.541,84.96
24.47,30.0,767,1.329,2,0.936,85.19
20.71,45.7,568,0.907,1,0.794,90.11
19.79,54.2,685,1.625,3,1.014,91.49
23.03,48.6,684,0.592,0,0.758,89.97
18.38,59.8,1159,0.529,1,0.764,89.33
17.9,55.9,1043,0.903,3,0.935,88.58
26.37,55.8,920,1.218,1,0.916,86.08
23.26,58.9,627,1.202,3,0.954,93.45
23.63,61.7,1366,1.053,5,0.961,89.26
19.38,44.4,400,1.043,1,0.892,89.34
23.19,34.9,525,1.183,1,0.836,87.07
23.23,48.6,858,1.267,5,1.062,92.87
22.28,46.9,662,1.266,1,0.878,91.43
21.47,51.7,785,0.783,0,0.771,92.55
23.56,63.0,587,1.285,5,1.07,91.47
23.79,49.5,640,1.138,4,1.064,90.99
22.29,53.0,585,1.235,4,1.075,94.09
22.6,55.6,1797,0.904,5,0.912,90.61
19.8,67.6,1566,1.018,6,0.918,85.08
23.41,45.3,717,1.42,5,1.083,90.91
18.83,56.3,803,0.91,7,0.979,94.35
22.7,53.8,1454,0.981,5,0.888,90.06
17.0,54.8,951,1.483,2,0.949,88.3
19.33,62.7,683,1.024,5,1.016,90.29
20.37,37.3,400,1.027,0,0.862,90.17
21.11,42.3,1249,1.656,2,1.01,87.55
22.77,45.1,701,1.608,3,1.107,91.47
21.14,46.6,1124,0.4,1,0.688,90.74
21.86,48.7,1102,1.417,1,0.903,91.1
28.28,36.0,1583,1.135,2,0.691,79.1
20.77,55.7,908,0.812,2,0.822,92.26
19.69,45.2,469,0.7,2,0.847,88.97
23.3,55.1,2090,0.438,3,0.649,88.16
22.02,62.9,1371,1.074,3,0.879,92.1
19.77,62.8,437,1.356,3,1.044,90.57
20.54,54.0,752,1.462,8,1.176,94.83
25.66,46.5,1252,1.306,1,0.927,86.85
18.22,57.5,993,0.573,1,0.696,89.26
23.72,54.0,1703,0.683,7,0.907,92.47
17.39,39.2,479,0.641,2,0.753,85.18
21.78,53.3,623,1.229,3,1.03,94.27
25.31,50.5,718,0.64,2,0.752,88.17
18.19,45.1,707,0.477,5,0.777,86.53
22.48,54.2,617,1.343,3,1.056,94.97
19.94,58.7,441,0.625,0,0.741,89.74
23.05,54.1,1418,0.825,4,0.86,91.73
21.66,46.2,864,1.036,2,0.866,90.43
22.13,53.6,835,0.976,0,0.878,91.55
22.22,47.0,534,1.013,4,0.975,92.1
22.56,49.4,677,1.28,0,0.928,91.8
24.39,34.9,425,0.918,7,0.906,88.38
27.03,57.6,1525,0.622,3,0.731,85.49
20.35,48.5,756,0.911,5,0.93,91.23
16.19,60.6,481,0.935,3,0.835,87.86
18.65,59.4,717,0.88,2,0.825,89.93
21.54,48.0,767,0.983,2,0.891,91.45
26.77,55.0,1077,1.212,1,0.898,88.3
20.69,53.0,493,1.205,2,0.97,91.76
20.93,50.4,2373,0.833,0,0.623,85.24
17.2,66.4,1335,0.862,5,0.857,85.85
24.22,51.3,885,1.172,5,1.039,92.35
23.19,47.5,794,1.674,4,1.096,90.95
24.61,58.1,1262,1.176,5,1.006,90.76
24.16,55.8,811,1.255,3,0.961,93.69
21.08,81.7,773,1.498,2,0.913,87.81
22.39,79.5,1011,1.002,3,0.662,88.54
19.46,65.7,753,1.309,1,0.953,88.37
16.58,57.3,400,1.506,1,0.914,87.42
18.89,61.6,659,0.644,6,0.982,89.21
19.0,55.6,685,1.275,4,0.941,92.53
19.52,53.9,683,1.287,1,1.019,91.24
28.05,42.6,1075,0.788,0,0.524,82.21
19.38,47.8,562,0.752,4,0.847,90.3
19.65,48.3,583,1.341,4,1.061,90.19
21.7,41.4,443,0.678,5,0.918,92.3
23.59,45.3,676,0.846,1,0.809,89.78
23.38,51.1,2031,1.445,6,1.07,89.44
24.01,49.2,1164,0.993,6,0.952,90.08
23.21,56.5,1055,1.635,1,0.969,90.77
27.51,48.6,680,0.944,0,0.727,86.99
23.96,43.3,882,1.413,2,0.951,88.7
21.2,43.1,588,1.808,6,1.044,89.14
21.21,49.7,761,1.107,2,0.935,91.75
23.59,44.4,572,1.201,1,0.902,92.07
24.19,53.0,502,1.177,0,0.937,90.88
24.08,50.9,1944,1.404,1,0.793,85.87
15.94,52.7,400,1.566,4,1.007,87.43
24.8,49.9,925,1.11,5,1.065,91.4
22.93,44.0,1450,0.961,2,0.828,86.26
14.0,68.2,671,1.068,2,0.795,80.96
20.27,52.9,918,1.251,3,1.01,92.15
24.85,51.9,850,1.191,0,0.911,90.55
22.7,39.5,478,0.464,2,0.835,89.37
26.83,49.8,1451,1.831,5,1.017,88.82
19.7,50.8,713,0.866,2,0.836,89.84
24.96,62.5,675,0.949,2,0.911,85.84
23.8,64.6,3000,0.989,2,0.615,84.04
23.77,46.9,828,0.97,0,0.823,89.96
22.37,52.9,1442,1.082,1,0.855,91.48
21.23,35.4,400,1.215,3,0.885,90.44
24.77,33.6,666,0.914,5,0.88,87.98
24.02,59.5,2021,1.016,5,0.91,87.6
18.87,47.1,837,0.572,4,0.823,89.37
22.3,65.1,1084,1.162,4,1.004,91.03
20.01,49.8,855,1.038,2,0.873,90.24
21.75,70.6,1000,1.025,0,0.709,86.5
21.87,61.5,1384,1.145,5,1.068,90.48
24.19,63.9,1796,1.616,3,0.852,86.62
18.02,64.7,1108,1.54,6,1.096,85.6
27.84,56.1,1492,0.77,3,0.828,82.59
20.34,58.4,875,1.23,3,0.989,91.41
24.81,30.0,687,1.376,7,1.167,87.5
24.2,69.5,1459,1.186,4,0.938,86.82
21.99,47.4,642,0.747,4,0.896,90.9
22.03,51.5,681,1.243,5,1.056,95.5
18.61,45.4,859,0.597,4,0.743,87.45
26.85,66.6,2059,1.411,8,0.864,82.9
15.0,56.3,792,0.901,5,0.897,85.68
21.88,56.4,825,0.953,2,0.905,94.45
22.81,46.8,1175,1.259,5,1.139,91.98
18.61,41.4,554,1.858,7,1.183,88.78
20.34,60.5,1175,0.686,5,0.91,90.57
21.5,54.5,870,1.43,2,1.058,93.3
16.88,62.4,400,0.999,5,0.978,86.59
23.74,63.6,1507,1.862,3,0.986,88.95
23.19,49.8,1275,1.064,6,0.994,91.16
20.41,70.0,1337,1.121,4,0.863,89.17
22.78,57.8,924,0.917,2,0.895,92.71
16.95,67.4,502,1.034,4,0.893,85.78
24.52,35.7,721,1.194,3,0.969,84.63
26.03,43.7,439,1.375,2,0.888,86.8
16.72,57.9,1060,0.652,7,0.916,87.37
19.49,57.9,503,1.106,3,1.029,90.91
17.53,85.0,980,1.025,5,0.804,83.22
27.44,61.4,928,1.277,0,0.893,84.92
24.71,36.9,569,1.073,4,0.946,86.22
21.22,70.4,1496,1.332,1,0.827,89.41
27.1,43.0,1974,1.695,5,0.925,82.39
25.1,30.0,564,1.34,5,0.98,90.56
18.34,55.2,400,1.207,0,0.823,88.96
25.39,63.6,1111,1.34,3,0.997,88.43
22.73,43.3,964,0.569,0,0.814,89.68
21.63,53.3,943,0.893,6,1.009,94.79
22.48,56.9,1038,1.408,5,1.102,94.61
23.33,61.0,550,0.637,2,0.805,92.09
21.41,61.1,976,1.288,1,0.98,89.59
21.97,42.0,818,0.487,3,0.776,92.57
17.59,55.0,937,1.097,0,0.86,88.46
19.98,42.1,400,1.078,4,0.877,89.85
23.32,59.7,1070,1.056,1,0.844,91.98
20.68,43.3,480,1.073,3,0.95,92.34
31.19,34.3,1091,0.72,2,0.612,80.91
20.96,64.0,836,1.072,2,0.945,90.27
17.8,52.2,555,1.06,4,0.915,88.44
21.3,53.1,430,1.265,2,0.917,93.26
24.24,65.9,1195,0.873,3,0.867,90.33
23.05,51.1,725,1.272,4,1.008,91.04
20.96,39.9,753,0.793,3,0.897,91.39
22.45,36.3,676,1.182,4,0.863,90.01
22.35,35.6,1045,1.132,1,0.824,85.83
19.64,59.2,1074,0.932,4,0.924,90.98
16.62,49.4,400,0.767,6,0.95,89.23
28.17,52.1,1018,1.114,4,0.808,86.37
17.31,53.4,1097,0.703,1,0.664,86.17
22.04,57.7,748,1.142,4,1.012,95.38
27.88,48.9,1180,1.606,3,0.958,84.61
18.03,60.7,1152,1.163,3,0.988,88.96
17.65,58.1,1134,0.673,2,0.768,86.1
20.84,49.2,821,1.189,4,1.044,92.52
19.07,41.5,634,0.854,6,0.985,89.93
27.65,69.6,1211,1.414,5,0.858,86.38
24.28,49.7,1549,1.093,3,0.884,90.08
17.39,65.1,718,1.22,4,0.886,86.56
22.54,54.1,1239,1.035,0,0.812,91.56
23.71,45.7,514,0.801,3,0.877,89.12
21.71,34.6,522,1.365,3,1.002,87.76
21.5,65.5,1433,1.427,0,0.768,87.67
27.2,56.8,3000,0.913,0,0.507,80.38
22.02,52.3,1100,1.399,3,1.048,94.51
21.28,60.7,863,1.016,5,0.989,94.69
25.78,62.3,1251,0.549,2,0.683,86.51
19.73,55.6,604,1.075,1,0.975,91.02
18.16,70.0,634,1.122,5,0.906,89.08
24.74,60.4,1346,1.368,6,1.125,90.56
23.28,36.1,565,1.254,2,0.98,88.39
26.86,50.3,1186,1.478,3,0.944,87.01
22.53,63.3,621,1.075,5,0.998,92.66
22.2,69.0,650,0.68,4,0.834,91.3
24.6,51.0,1160,1.334,2,0.966,88.9
19.88,58.6,1176,0.73,2,0.778,89.66
21.27,59.7,931,0.948,5,0.956,92.81
20.38,53.5,428,0.882,4,0.926,91.62
22.96,60.0,1301,1.743,2,0.982,91.23
17.14,48.9,441,0.732,3,0.829,88.11
25.76,66.8,1753,1.824,3,0.73,87.94
17.1,69.3,417,0.892,4,0.866,86.88
21.69,53.4,546,1.102,5,1.004,94.01
22.06,46.9,483,0.845,3,0.806,91.93
23.03,46.4,400,1.232,1,0.908,90.59
24.07,46.0,601,1.15,8,1.094,92.66
24.25,54.4,1190,0.605,0,0.771,89.16
14.47,78.0,1481,1.188,3,0.655,75.83
17.35,56.8,1342,1.061,2,0.885,85.97
16.73,72.8,852,0.582,0,0.721,83.68
18.17,56.9,778,0.905,4,0.921,90.59
22.24,65.1,963,2.0,3,1.041,89.91
19.29,47.3,599,0.527,3,0.887,89.93
16.28,61.3,410,0.954,4,0.91,87.28
28.91,38.8,1006,0.915,1,0.684,81.36
19.86,64.8,774,1.782,5,1.09,90.04
18.97,54.0,529,1.302,0,0.953,88.87
17.98,52.6,850,1.393,6,1.121,90.62
23.59,52.9,1305,0.764,0,0.653,90.57
23.31,44.2,785,1.11,4,0.957,92.26
24.81,60.7,1305,1.027,3,0.834,87.34
20.21,54.6,2145,1.094,4,0.866,87.93
19.88,66.6,1293,1.335,4,0.909,85.47
25.1,64.7,1484,1.143,5,0.961,87.75
19.29,50.3,672,0.531,4,0.855,91.16
19.11,52.8,655,1.067,2,0.877,91.45
21.8,54.6,743,0.873,5,0.949,93.27
15.69,58.3,521,1.159,0,0.849,84.31
20.5,55.3,1228,1.165,1,0.932,90.69
20.54,64.8,619,1.112,3,0.894,88.87
20.84,82.1,1176,1.331,2,0.728,86.52
23.58,62.1,914,1.141,1,0.981,90.79
18.57,67.9,733,0.4,5,0.802,87.02
19.59,54.6,1418,1.003,3,0.883,89.81
18.32,42.2,519,1.109,4,0.928,86.6
20.56,56.4,416,1.246,4,1.04,93.83
27.92,50.1,859,1.157,2,0.931,86.56
23.3,54.2,599,0.647,3,0.862,92.09
26.15,52.3,1548,1.433,4,1.023,85.66
19.56,58.9,1299,1.224,5,1.008,90.53
20.61,54.2,771,1.065,5,0.975,94.4
14.96,61.2,607,0.626,4,0.743,84.74
19.83,53.4,1523,1.339,5,0.956,89.6
23.14,52.5,1988,1.316,2,0.883,87.23
17.8,64.0,783,0.658,3,0.884,89.43
21.19,60.8,1123,0.927,4,0.922,89.87
20.51,52.1,628,1.41,3,1.03,93.0
26.12,68.8,1162,0.4,4,0.58,85.78
20.97,47.5,583,0.941,5,0.991,92.3
22.48,67.0,1404,1.057,2,0.744,88.6
23.68,61.5,1667,1.058,3,0.795,88.66
23.75,49.8,597,0.879,2,0.915,90.25
23.99,65.5,747,1.01,2,0.865,90.7
24.38,47.9,787,0.691,3,0.842,91.14
21.52,49.1,706,1.406,1,0.971,90.85
19.48,69.2,1017,1.32,4,1.018,89.53
21.89,51.7,1154,1.418,6,1.107,93.4
18.44,70.6,824,0.896,2,0.773,86.84
24.49,58.2,1026,1.397,4,1.016,92.16
20.28,49.6,846,1.026,0,0.842,89.46
24.54,48.2,1730,0.671,2,0.745,87.94
19.9,47.3,562,1.571,4,1.086,91.17
19.62,39.3,400,0.869,2,0.827,87.79
21.33,33.6,557,1.31,7,1.075,91.33
16.32,52.0,417,1.066,1,0.844,86.78
27.05,51.2,1128,1.625,4,0.955,86.11
23.2,46.7,497,0.92,7,1.077,92.25
23.9,56.1,720,1.412,1,0.964,90.26
17.3,53.5,1339,1.567,3,1.0,86.89
19.98,40.8,621,1.063,5,0.868,91.56
24.73,50.8,1239,0.905,4,0.892,90.15
20.48,60.7,1043,1.118,5,0.951,90.32
17.29,48.6,523,0.588,2,0.737,87.09
20.88,68.6,1134,1.442,4,1.145,90.16
20.39,57.6,1119,1.433,3,1.027,91.84
17.06,42.5,450,0.4,6,0.888,86.67
23.79,47.4,578,1.412,1,1.01,88.76
18.95,50.1,698,1.222,6,1.125,91.02
25.13,52.4,1566,0.92,0,0.738,87.36
19.99,48.9,550,0.773,2,0.916,90.56
23.86,70.1,700,0.827,1,0.827,87.11
24.3,51.1,743,1.336,5,1.086,93.1
21.94,47.1,859,0.995,2,0.903,92.07
20.46,65.2,1079,1.423,6,1.069,91.28
23.38,48.9,1313,1.218,8,1.092,91.32
22.93,61.0,1197,1.103,2,0.888,91.69
22.88,59.3,1608,1.205,2,0.9,90.15
21.02,43.0,1269,0.857,5,0.989,90.65
22.83,57.2,949,0.889,1,0.786,90.87
27.19,51.8,1852,1.551,3,0.959,86.19
23.27,54.4,624,1.075,4,0.974,93.68
20.5,53.1,735,1.699,0,1.036,91.8
23.5,51.3,729,1.031,4,0.965,92.23
24.17,55.0,1582,1.49,5,1.066,90.13
20.36,61.2,1092,0.855,0,0.77,89.11
15.93,60.7,742,0.689,5,0.773,89.52
22.46,67.7,1354,0.837,3,0.908,88.76
24.01,48.0,523,1.147,1,0.868,88.74
25.36,48.3,1925,0.467,2,0.65,84.63
26.29,42.8,904,0.991,1,0.733,85.53
22.73,41.8,710,1.211,3,0.89,92.23
19.0,67.5,1223,0.793,0,0.699,84.14
19.14,62.7,949,1.323,3,0.962,88.78
19.23,66.2,743,1.17,0,0.794,87.93
20.29,66.2,751,1.372,0,0.904,90.36
20.32,54.7,1552,0.708,4,0.746,91.23
25.17,45.4,810,1.15,0,0.868,89.26
20.63,68.5,1287,1.083,3,0.853,89.17
23.74,61.0,917,1.608,6,1.033,92.03
24.03,45.1,583,1.004,3,0.897,90.87
16.69,64.2,1216,1.22,2,0.886,83.17
19.62,59.9,791,1.221,4,0.983,89.63
25.28,41.3,949,0.979,3,0.904,88.94
24.59,62.3,2094,1.271,3,0.892,86.03
21.24,38.8,1054,0.913,4,0.817,91.35
24.04,41.2,563,1.542,4,1.061,88.59
20.26,55.2,1215,1.34,1,0.962,91.6
26.9,60.3,1307,0.836,5,0.788,87.98
23.43,39.7,683,1.985,4,1.066,89.93
19.77,47.1,1312,1.266,6,1.094,90.17
22.74,66.5,849,1.215,4,0.934,91.9
26.15,54.6,934,1.181,0,0.863,87.39
15.04,68.9,629,0.99,5,0.784,83.96
26.19,56.7,2575,1.286,4,0.811,84.36
22.72,42.0,1068,0.4,1,0.696,88.87
22.07,47.3,660,1.62,6,1.044,92.42
19.94,52.2,456,1.286,3,0.99,91.61
16.1,60.9,795,1.324,3,0.979,87.39
20.88,75.2,1217,1.378,2,0.889,89.41
24.07,39.2,647,0.713,1,0.736,88.64
25.75,45.9,1291,1.553,4,0.944,88.35
24.98,57.7,1211,1.371,7,1.141,91.87
20.09,47.3,465,1.351,6,1.093,91.83
20.39,35.7,435,1.172,3,0.959,85.52
22.54,49.5,1240,1.173,4,0.985,92.89
22.48,59.7,1208,0.845,3,0.84,90.78
24.37,64.2,1471,0.878,1,0.82,85.42
20.69,57.9,830,0.764,0,0.764,90.08
15.7,30.0,400,1.604,7,1.131,88.51
19.07,58.9,454,0.708,0,0.83,89.34
21.32,53.8,925,1.279,3,1.041,92.23
22.11,44.3,445,0.633,4,0.847,91.62
20.99,37.7,595,0.649,6,1.041,90.83
20.26,63.0,1407,0.813,3,0.823,89.59
23.66,54.7,1151,0.723,4,0.877,92.11
20.54,59.6,1261,1.285,4,0.994,89.88
23.93,60.1,1993,1.116,3,0.784,87.67
24.8,47.9,574,1.272,3,1.056,89.16
18.38,62.9,1405,0.583,4,0.757,88.57
14.39,57.5,1133,0.887,3,0.821,84.59
24.29,36.5,766,1.074,7,1.094,88.51
18.29,54.4,486,0.754,5,0.963,91.35
22.08,49.6,671,0.919,2,0.86,92.94
18.21,55.7,614,0.833,3,0.885,89.52
22.72,49.0,800,1.726,8,1.11,94.84
18.84,48.8,432,1.359,3,1.02,90.02
22.72,73.7,1334,1.393,4,0.992,90.73
20.24,66.7,718,1.531,2,0.983,90.37
20.57,45.7,482,0.929,0,0.788,89.34
21.3,50.7,1070,1.188,2,0.917,90.01
20.62,53.9,1414,0.815,1,0.832,90.06
18.61,43.5,649,1.065,6,1.017,89.74
25.12,75.6,1588,1.148,0,0.849,83.14
24.09,54.4,1315,0.78,3,0.806,87.22
22.62,55.8,735,1.472,7,1.187,95.5
18.67,64.8,400,1.33,0,0.882,86.4
20.43,43.6,602,1.284,0,0.998,89.73
20.92,50.9,1416,1.176,1,0.871,91.42
20.59,71.2,1452,0.865,2,0.895,86.62
21.29,50.4,410,0.894,5,0.957,93.65
20.86,55.0,878,1.739,4,1.163,93.36
25.28,46.5,870,1.117,1,0.884,88.62
21.39,64.1,754,1.139,4,1.02,92.21
19.53,67.7,990,1.068,0,0.731,86.74
20.88,59.5,1765,1.248,5,0.985,88.72
18.37,56.8,1158,0.78,5,0.861,91.28
24.2,55.8,936,0.845,6,0.988,93.06
23.9,56.7,903,1.149,3,0.904,92.46
23.2,61.1,812,0.717,3,0.857,92.01
16.76,56.2,531,1.187,7,1.117,90.68
16.17,81.9,913,1.236,0,0.759,79.18
24.99,52.9,1036,0.559,2,0.722,89.69
24.54,50.6,1542,1.436,2,0.848,88.46
26.79,51.5,1189,1.178,3,0.909,88.75
14.11,59.8,400,1.513,7,1.151,89.24
24.56,50.6,671,0.935,7,1.005,92.43
19.92,33.9,782,1.418,7,1.234,88.3
25.12,64.0,1343,0.563,2,0.715,85.47
23.86,52.1,904,0.831,1,0.746,90.0
27.51,68.6,1683,1.311,1,0.479,80.37
23.93,70.4,763,1.344,4,1.04,85.28
23.58,69.6,2856,1.084,4,0.739,81.62
22.25,48.7,902,1.273,4,1.087,93.7
19.36,52.7,606,0.812,3,0.845,90.9
23.25,63.4,827,0.991,6,1.01,92.07
21.51,55.7,825,1.434,6,1.136,93.4
25.34,52.5,773,1.715,5,1.118,91.72
20.63,69.9,882,1.566,6,1.067,91.64
19.24,62.9,1165,1.858,3,1.01,88.63
26.3,51.6,705,1.124,3,0.934,86.69
18.82,60.7,1161,1.138,2,0.919,87.77
21.55,55.3,954,1.421,4,1.07,94.23
17.79,53.1,695,1.366,6,1.164,90.36
27.32,51.8,1630,0.718,3,0.631,85.43
18.77,57.1,2384,1.116,1,0.636,85.27
23.22,49.0,606,1.727,6,1.205,92.98
23.04,50.3,787,1.555,4,1.06,93.05
14.0,85.0,918,1.2,5,0.732,78.04
23.4,61.1,943,0.785,3,0.838,90.17
26.29,45.1,760,1.488,3,0.964,88.06
20.77,52.4,770,0.609,1,0.724,92.07
22.69,56.6,1511,1.644,7,1.092,93.17
24.74,51.3,798,1.135,4,1.03,90.94
24.47,59.0,1094,1.383,6,1.096,90.91
24.64,52.5,748,0.882,1,0.871,90.16
22.77,59.4,600,0.997,3,0.919,92.78
19.3,61.5,751,0.88,3,0.94,90.33
23.18,45.8,749,1.22,2,0.925,93.24
17.03,44.3,448,0.606,2,0.651,85.13
26.99,37.5,819,1.731,5,1.036,91.18
20.9,54.4,972,1.579,3,1.084,91.5
19.73,43.5,648,0.607,2,0.758,89.43
19.27,67.7,780,1.238,0,0.93,85.97
22.39,43.0,629,1.717,6,1.095,92.92
21.61,85.0,1107,1.576,0,0.858,88.11
21.27,42.6,749,1.054,2,0.983,90.54
25.28,46.8,1093,1.349,0,0.887,88.15
19.75,57.4,1027,1.492,3,1.03,90.43
21.05,47.3,830,0.965,2,0.883,89.31
21.72,60.6,790,0.898,4,1.008,93.7
14.0,56.7,400,1.357,3,0.93,85.09
20.32,55.9,651,0.97,3,1.018,91.78
20.73,51.9,530,0.743,3,0.887,91.86
22.92,40.4,976,1.27,5,0.974,91.34
22.9,60.4,2434,1.016,1,0.68,84.7
17.4,75.8,1903,0.826,1,0.618,81.48
21.03,67.7,653,0.573,6,0.765,93.29
22.94,58.6,949,1.267,0,0.882,92.86
19.48,58.1,400,1.019,2,0.897,91.52
21.09,50.4,532,0.544,3,0.836,92.41
21.1,42.4,686,0.95,2,0.967,90.59
15.53,67.0,453,1.096,1,0.791,83.31
20.83,67.1,1276,1.46,4,0.877,88.91
23.19,36.8,616,0.981,5,0.888,91.26
20.48,58.8,950,1.434,3,1.045,91.32
24.48,36.4,408,0.405,4,0.772,88.67
24.02,62.0,909,0.997,3,0.991,89.61
26.33,67.8,2074,1.296,6,0.896,86.63
21.23,51.9,767,0.789,2,0.895,92.07
18.65,67.7,1117,1.522,0,0.885,87.53
27.71,35.0,579,0.928,5,0.907,83.49
22.68,52.1,660,0.701,5,0.889,93.07
24.4,66.1,1515,0.4,0,0.652,87.95
23.39,50.3,732,0.781,4,0.904,91.62
23.37,58.7,831,1.193,0,0.837,89.48
21.61,30.8,400,0.923,8,1.035,89.24
16.6,47.5,588,1.518,4,1.111,88.04
24.11,50.0,779,1.139,2,0.928,91.09
24.17,37.6,1060,1.06,3,0.976,86.66
17.07,49.6,920,0.936,3,0.808,87.03
19.36,56.9,462,1.12,4,0.952,91.85
22.96,45.4,706,1.238,3,0.974,92.55
21.14,74.1,843,1.497,1,0.89,88.51
23.96,60.2,933,0.794,0,0.755,90.16
20.15,61.6,596,1.145,0,0.882,90.43
21.3,44.5,685,0.901,0,0.778,92.38
20.02,47.6,416,1.381,3,1.01,89.5
15.39,54.5,806,0.773,6,0.908,87.33
19.43,62.0,1278,1.213,0,0.809,86.87
19.17,68.7,705,1.416,3,0.986,89.44
22.42,41.2,569,0.8,3,0.821,90.68
22.28,59.2,823,0.852,3,0.852,93.3
18.91,68.0,890,1.016,4,0.961,88.76
21.77,39.1,440,1.36,4,1.112,91.18
16.96,62.6,595,0.812,0,0.807,86.04
25.0,33.5,537,1.1,6,1.01,89.37
23.66,45.4,1510,0.663,3,0.73,87.04
23.46,45.2,1082,0.919,4,0.888,90.23
16.48,62.8,612,1.403,3,1.031,85.22
25.75,56.8,1144,1.392,5,0.928,89.9
23.42,31.6,441,1.447,1,0.894,86.85
