temperature,humidity,co2,feed,age_week,survival_rate,daily_gain
13.44,45.72,1820,1.091,9,60.0,40.0
12.51,76.01,1023,0.954,9,60.0,40.0
30.33,79.14,967,1.828,6,60.0,40.0
18.23,65.82,855,0.866,9,64.81,54.63
25.21,62.91,1890,1.9,8,76.3,69.73
31.78,36.0,1091,0.912,5,60.0,40.0
25.39,53.99,1681,0.6,8,79.38,84.61
22.5,63.64,1464,0.777,2,82.48,88.69
22.42,34.5,1922,1.231,7,60.0,40.0
19.54,36.13,1801,0.61,6,60.0,40.0
24.0,84.64,702,1.008,5,60.0,40.0
31.18,48.27,1141,1.849,6,60.0,40.0
27.76,49.24,1432,0.55,8,66.03,48.63
20.48,43.83,1886,1.383,6,71.96,61.85
18.65,65.53,1742,1.046,4,71.31,55.75
29.67,56.02,1479,1.436,4,64.66,40.0
14.72,73.47,1893,1.183,6,60.0,40.0
28.99,58.19,1296,1.803,6,66.41,45.99
17.1,30.85,689,1.044,3,60.0,40.0
26.31,56.55,1993,1.213,5,81.93,85.86
28.12,33.04,1443,0.608,3,60.0,40.0
21.54,75.47,1893,1.184,9,60.0,40.0
15.85,36.25,1227,0.584,5,60.0,40.0
28.9,41.93,1542,1.333,8,60.0,40.0
19.35,55.3,1130,1.084,4,91.71,110.39
18.41,40.74,1255,1.653,4,60.0,40.0
22.2,59.66,836,1.07,3,93.73,111.41
20.7,55.34,1787,1.409,6,94.96,109.02
25.66,82.39,1048,0.494,6,60.0,40.0
14.74,34.86,1083,1.536,6,60.0,40.0
20.71,61.72,1167,1.932,8,86.45,98.21
29.83,69.62,1291,1.116,5,60.0,40.0
12.72,37.02,1522,0.416,8,60.0,40.0
21.15,65.01,1692,1.366,1,77.25,70.51
25.21,77.53,1681,0.632,4,60.0,40.0
29.75,73.32,1278,1.149,7,60.0,40.0
23.88,81.43,1371,0.452,4,60.0,40.0
28.49,69.63,825,1.108,7,60.0,40.0
16.45,51.67,1434,1.799,6,75.57,66.26
19.06,80.62,2003,0.617,5,60.0,40.0
30.84,42.39,1337,1.197,6,60.0,40.0
29.72,62.1,2101,0.806,9,60.0,40.0
23.16,72.11,849,0.818,7,60.0,40.0
21.51,77.98,1779,1.429,9,60.0,40.0
21.02,80.41,1733,1.597,1,60.0,40.0
13.18,34.67,1690,1.797,8,60.0,40.0
29.85,69.93,1661,0.845,9,60.0,40.0
28.36,41.23,636,0.513,9,60.0,40.0
21.13,72.85,1787,1.108,5,60.0,40.0
17.59,68.54,1399,1.335,5,60.0,40.0
18.86,39.97,1439,1.583,6,60.0,40.0
14.46,75.81,681,1.61,9,60.0,40.0
26.44,55.4,901,1.782,8,84.41,90.03
23.13,59.91,2058,0.45,9,79.82,82.61
16.68,83.43,1105,1.97,9,60.0,40.0
24.46,66.11,1230,1.947,6,70.36,59.15
31.58,62.37,903,0.457,3,60.0,40.0
14.45,30.92,1612,0.901,2,60.0,40.0
21.17,40.96,1785,1.625,9,63.15,40.0
21.88,31.46,2074,1.166,2,60.0,40.0
15.34,48.33,1499,0.407,1,61.22,40.0
22.63,48.95,1041,0.968,5,90.26,105.68
24.12,59.17,714,1.326,7,90.94,105.18
15.15,67.94,1026,1.807,7,60.0,40.0
15.09,39.86,1589,1.727,3,60.0,40.0
29.13,63.09,2159,1.914,5,60.0,40.0
18.23,80.43,727,1.149,9,60.0,40.0
24.61,40.18,1221,1.677,8,60.0,40.0
24.54,66.25,1668,0.561,9,65.74,47.3
28.78,32.51,1519,1.23,7,60.0,40.0
26.8,59.21,1643,1.867,1,72.06,64.1
28.81,70.78,1341,1.742,2,60.0,40.0
24.5,31.87,1027,1.449,2,60.0,40.0
20.99,48.35,1372,0.639,2,88.19,93.43
19.87,78.29,1210,0.691,8,60.0,40.0
19.58,42.4,1735,1.486,7,66.67,49.23
20.37,69.76,875,0.921,9,60.0,40.0
14.59,63.67,1394,0.927,3,60.0,40.0
20.48,39.0,2135,1.756,9,60.0,40.0
19.79,70.79,1451,0.433,9,60.0,40.0
12.69,59.26,980,1.028,1,60.0,40.0
17.5,36.16,2097,0.781,8,60.0,40.0
27.04,82.22,991,0.443,1,60.0,40.0
23.56,57.06,1802,0.747,5,86.34,99.62
28.12,70.98,775,0.695,2,60.0,40.0
22.85,41.97,1963,1.207,6,65.7,47.6
29.08,37.55,889,1.096,1,60.0,40.0
27.92,70.77,1231,1.155,8,60.0,40.0
13.97,67.06,2145,1.805,5,60.0,40.0
31.54,45.08,1527,1.191,8,60.0,40.0
12.29,71.05,1022,1.422,4,60.0,40.0
23.94,57.77,601,1.436,6,93.67,112.93
27.85,49.17,611,1.227,7,70.36,57.23
18.64,73.28,1039,0.888,9,60.0,40.0
23.97,63.92,1443,1.845,4,76.96,74.2
19.24,57.9,1376,1.101,5,90.43,99.37
13.21,72.52,2075,1.314,3,60.0,40.0
12.17,59.97,1823,1.295,1,60.0,40.0
13.9,81.62,2080,1.724,8,60.0,40.0
13.97,74.99,1419,1.255,6,60.0,40.0
24.22,49.7,1315,1.131,4,88.58,100.83
22.52,55.57,1506,1.136,7,95.25,109.79
21.11,82.65,1195,1.648,8,60.0,40.0
25.84,79.24,937,0.928,9,60.0,40.0
12.34,40.52,1939,1.896,4,60.0,40.0
17.42,45.09,1689,1.755,1,62.66,40.0
27.55,50.04,1121,0.621,5,71.83,58.15
30.2,78.39,1314,0.908,4,60.0,40.0
20.77,81.01,961,1.849,2,60.0,40.0
13.63,74.13,1501,0.845,6,60.0,40.0
27.97,45.16,1173,0.908,4,60.92,40.0
29.7,78.79,2001,0.748,8,60.0,40.0
20.27,31.81,1445,0.487,1,60.0,40.0
16.87,53.25,1259,1.166,7,78.3,77.9
12.88,50.77,1799,1.608,6,60.0,40.0
23.82,59.44,2048,1.456,3,83.0,93.87
30.2,60.84,1908,0.444,4,60.0,40.0
25.56,42.4,1392,1.237,8,62.13,40.71
18.34,41.25,1170,0.928,4,60.0,40.0
24.86,74.2,1659,1.427,6,60.0,40.0
28.64,34.19,1907,1.048,5,60.0,40.0
21.52,57.13,2166,1.969,9,93.38,98.98
28.39,40.54,1332,1.726,6,60.0,40.0
19.84,47.58,1669,1.521,8,82.59,85.66
18.97,45.25,1069,1.225,9,75.44,66.3
23.66,68.97,740,1.346,2,64.27,45.29
21.29,55.08,1005,1.107,8,95.35,109.92
31.54,46.47,623,1.671,9,60.0,40.0
22.33,75.72,1415,1.853,1,60.0,40.0
19.7,34.72,1197,1.999,5,60.0,40.0
19.9,72.15,1685,1.358,3,60.0,40.0
22.96,43.66,1585,1.491,9,73.06,68.52
19.1,80.49,869,1.04,4,60.0,40.0
26.46,30.31,1678,0.414,2,60.0,40.0
19.61,60.62,900,1.525,1,85.53,96.84
19.68,64.22,610,1.894,8,78.81,81.24
24.34,61.75,2152,1.775,1,78.85,71.05
13.22,74.83,643,1.806,3,60.0,40.0
25.11,36.17,1147,1.043,5,60.0,40.0
22.1,52.86,1620,1.542,1,91.77,109.68
21.06,77.51,1193,1.421,2,60.0,40.0
26.39,78.88,1210,1.265,9,60.0,40.0
27.17,57.41,1756,0.643,5,75.83,61.86
28.93,60.69,1563,1.321,3,62.5,40.0
19.5,72.01,1429,0.878,8,60.0,40.0
18.54,72.88,2018,1.526,1,60.0,40.0
26.29,78.84,773,1.912,3,60.0,40.0
23.64,76.41,1352,1.564,8,60.0,40.0
24.64,52.79,983,0.815,7,86.77,100.15
23.11,65.74,659,1.144,4,79.55,76.41
27.45,56.58,2166,1.304,9,72.78,64.23
15.8,36.49,1774,1.562,6,60.0,40.0
23.11,75.19,946,0.637,7,60.0,40.0
15.16,63.1,1244,1.241,9,60.0,40.0
20.15,33.19,962,1.776,5,60.0,40.0
25.28,67.23,1696,0.444,5,61.82,40.0
21.86,45.57,1161,1.564,6,80.97,84.07
19.59,33.81,2072,1.809,1,60.0,40.0
29.7,63.36,932,1.673,4,60.0,40.0
27.46,70.27,1160,1.891,7,60.0,40.0
22.53,58.45,2091,1.652,4,87.76,100.5
31.0,30.31,2015,1.229,7,60.0,40.0
20.49,61.73,1069,1.163,4,90.45,96.19
27.76,30.36,1373,0.451,2,60.0,40.0
15.36,80.95,2014,0.43,2,60.0,40.0
17.72,44.7,1673,1.423,5,70.33,53.05
18.76,77.91,1620,0.841,2,60.0,40.0
14.12,30.67,1657,0.891,4,60.0,40.0
22.04,35.35,2074,1.691,5,60.0,40.0
15.85,54.83,1427,0.578,1,72.09,58.54
24.68,71.72,891,0.854,4,60.0,40.0
15.8,81.84,1356,1.496,3,60.0,40.0
14.47,58.66,1766,0.449,3,60.0,40.0
31.38,49.55,1387,1.232,9,60.0,40.0
25.16,32.45,1101,0.537,9,60.0,40.0
30.73,62.1,1666,1.619,3,60.0,40.0
21.8,50.9,1320,1.415,8,93.65,111.35
12.67,80.0,2141,1.374,3,60.0,40.0
23.49,56.4,1163,0.754,4,92.63,109.18
23.17,72.1,1748,1.56,9,60.0,40.0
12.3,76.65,1488,0.883,1,60.0,40.0
29.22,35.41,724,1.313,4,60.0,40.0
24.4,54.25,1352,0.547,8,87.39,97.22
26.89,79.15,647,0.554,9,60.0,40.0
21.88,53.35,1864,0.71,9,86.55,97.32
24.37,61.08,1775,0.746,8,81.65,81.78
17.15,78.02,681,0.602,9,60.0,40.0
31.48,42.79,1400,0.589,5,60.0,40.0
20.01,79.2,2138,1.806,3,60.0,40.0
15.25,51.84,1055,1.287,4,70.82,56.2
13.12,62.62,2047,1.395,2,60.0,40.0
24.72,48.04,842,0.861,2,85.4,94.94
31.67,58.99,611,0.489,9,60.0,40.0
29.92,32.71,1449,1.949,2,60.0,40.0
26.04,33.59,983,0.486,6,60.0,40.0
31.81,52.81,2007,1.716,3,60.0,40.0
26.46,48.42,1678,1.464,6,76.36,70.1
18.79,63.87,1699,1.052,5,75.18,67.32
24.02,32.09,1677,1.595,1,60.0,40.0
13.6,39.22,1686,1.624,4,60.0,40.0
16.43,41.53,1795,1.805,7,60.0,40.0
20.35,54.23,1672,1.272,8,91.25,105.22
16.04,43.58,1935,0.742,3,60.0,40.0
31.07,37.57,1493,1.316,3,60.0,40.0
31.91,62.87,1161,0.559,7,60.0,40.0
19.42,70.91,1347,1.002,4,60.0,40.0
26.18,67.69,1304,1.377,1,61.02,40.0
20.16,45.19,1132,0.803,2,81.74,81.85
14.79,76.99,1265,1.784,4,60.0,40.0
18.74,63.65,1216,1.962,3,76.86,65.77
16.67,63.81,778,0.521,2,68.4,47.46
18.56,41.71,1929,0.729,8,60.0,40.0
16.3,43.32,1810,1.157,5,60.0,40.0
14.25,56.11,1140,0.461,7,60.0,40.0
16.35,43.08,2112,0.549,1,60.0,40.0
30.12,67.84,2119,1.841,4,60.0,40.0
13.7,46.97,1971,0.473,5,60.0,40.0
18.5,38.36,647,0.796,6,60.0,40.0
22.57,38.34,1194,1.078,9,60.0,40.0
19.09,37.0,1332,0.433,5,60.0,40.0
22.35,54.19,1750,1.697,5,91.41,106.59
12.87,30.17,1616,1.728,9,60.0,40.0
24.97,59.83,1685,1.031,4,84.09,91.57
23.27,46.41,1828,0.723,4,78.71,74.38
25.62,60.39,2117,1.828,2,79.81,71.85
23.35,81.45,1482,1.486,7,60.0,40.0
20.76,77.8,2046,1.238,1,60.0,40.0
19.0,61.7,1904,1.028,2,82.07,82.15
16.53,52.99,1141,1.263,4,81.96,78.99
22.0,68.41,1902,0.799,4,65.5,44.52
12.52,80.77,788,1.119,1,60.0,40.0
18.56,56.93,854,1.497,5,89.31,99.2
25.56,35.46,2188,1.058,9,60.0,40.0
14.17,72.13,1286,1.496,1,60.0,40.0
13.26,30.58,1337,1.582,5,60.0,40.0
25.04,72.06,2122,1.606,6,60.0,40.0
19.96,34.67,1179,1.311,3,60.0,40.0
28.04,35.86,979,0.695,6,60.0,40.0
30.75,72.99,725,1.521,4,60.0,40.0
31.14,67.92,1436,1.711,2,60.0,40.0
20.51,60.9,920,0.551,8,83.73,92.36
17.29,75.13,704,1.834,9,60.0,40.0
24.17,76.83,1901,1.906,4,60.0,40.0
24.56,55.16,1126,1.469,1,91.37,103.67
24.45,84.8,1527,0.578,2,60.0,40.0
18.44,49.67,767,1.446,9,83.77,90.35
13.28,39.43,1409,0.97,8,60.0,40.0
16.2,76.53,1611,0.886,5,60.0,40.0
15.09,52.86,1320,0.459,8,60.67,40.0
14.48,78.1,1140,1.56,3,60.0,40.0
30.53,33.36,1098,1.307,4,60.0,40.0
12.28,36.11,775,1.121,2,60.0,40.0
24.04,32.21,785,1.022,5,60.0,40.0
30.95,63.11,1393,1.059,7,60.0,40.0
19.2,75.75,822,1.125,9,60.0,40.0
22.54,52.15,958,1.164,7,94.01,113.37
25.92,34.99,864,0.556,6,60.0,40.0
18.34,50.54,1884,1.009,7,78.04,81.57
21.55,49.14,1320,0.502,6,86.37,91.91
28.34,65.39,1484,1.641,4,60.0,40.0
26.91,65.87,1533,1.236,5,65.18,40.0
28.17,35.67,1234,1.679,2,60.0,40.0
31.75,53.11,1077,1.087,1,60.0,40.0
19.41,65.34,1212,0.645,8,72.45,60.33
26.94,44.24,1456,0.879,5,61.78,40.0
24.06,52.39,1174,0.774,8,88.66,97.98
25.33,63.75,819,1.104,2,79.29,77.95
26.8,52.16,2062,1.662,4,76.25,71.89
26.99,31.7,1772,0.587,3,60.0,40.0
29.71,42.24,706,1.04,8,60.0,40.0
18.99,72.68,2049,0.547,4,60.0,40.0
25.07,43.67,873,1.026,6,71.61,57.52
17.61,74.97,756,1.332,1,60.0,40.0
23.89,55.68,877,0.51,5,91.08,106.06
27.02,56.01,2093,0.507,4,76.2,66.07
27.82,72.38,954,1.569,6,60.0,40.0
20.4,51.08,1859,1.052,6,88.51,96.49
22.17,43.12,1629,0.962,1,73.61,63.11
18.68,35.78,1429,1.498,1,60.0,40.0
15.38,66.96,1185,0.536,2,60.0,40.0
17.21,55.85,749,1.776,2,79.29,77.32
30.24,74.52,1737,1.641,7,60.0,40.0
18.18,55.17,1232,1.023,3,88.83,97.04
31.5,52.81,1456,1.15,9,60.0,40.0
16.83,46.44,683,1.036,1,70.27,59.89
26.46,40.97,1842,1.656,5,60.0,40.0
23.48,75.67,1708,0.446,7,60.0,40.0
25.94,35.24,1447,1.474,1,60.0,40.0
24.88,79.62,1394,0.884,5,60.0,40.0
26.13,31.48,1139,1.647,1,60.0,40.0
30.11,58.72,1148,1.974,8,60.0,40.0
23.27,33.21,710,0.846,5,60.0,40.0
13.36,72.88,1699,1.113,8,60.0,40.0
17.42,41.63,672,1.276,6,60.0,40.0
26.16,61.13,602,1.282,3,82.39,83.34
21.88,80.4,650,0.651,2,60.0,40.0
22.97,65.71,926,1.333,2,77.87,71.65
23.93,39.81,1512,1.558,1,60.0,40.0
19.65,73.82,1690,1.91,3,60.0,40.0
27.48,54.28,1273,1.561,7,79.44,79.99
26.47,30.72,1254,1.365,4,60.0,40.0
26.29,56.77,1523,0.773,2,84.25,87.39
26.31,74.69,1555,0.557,1,60.0,40.0
29.81,53.65,1952,1.415,4,60.36,40.0
23.91,71.71,1911,1.4,2,60.0,40.0
31.34,68.8,1918,1.743,7,60.0,40.0
14.38,55.13,1951,1.114,4,60.0,40.0
24.64,47.78,2008,0.675,2,78.33,75.15
26.34,69.96,1489,0.76,3,60.0,40.0
21.54,50.29,1552,1.162,4,92.76,104.22
17.76,39.35,1764,0.899,1,60.0,40.0
23.0,47.65,918,0.688,2,87.05,98.85
19.29,78.23,1177,0.573,9,60.0,40.0
30.18,45.59,2060,1.06,4,60.0,40.0
19.14,42.92,1436,0.94,7,63.71,46.76
15.51,37.34,683,1.944,9,60.0,40.0
23.53,33.03,1249,1.77,2,60.0,40.0
19.92,83.72,857,0.694,7,60.0,40.0
13.92,59.52,1170,1.605,8,60.0,40.0
23.3,70.13,1472,1.168,1,60.0,40.0
22.76,72.51,1408,1.882,3,60.0,40.0
15.46,49.38,1385,1.373,2,66.93,44.05
23.95,73.94,629,0.726,1,60.0,40.0
23.35,82.88,1312,0.714,3,60.0,40.0
27.47,70.8,646,1.948,2,60.0,40.0
19.23,69.15,1248,1.869,9,60.0,40.0
16.98,53.77,1635,1.173,3,79.22,76.2
31.02,76.27,801,1.302,7,60.0,40.0
23.22,34.89,2067,1.275,1,60.0,40.0
12.54,71.23,1609,1.622,6,60.0,40.0
28.41,49.91,948,1.159,7,69.15,50.85
15.94,61.13,1231,0.596,2,69.55,51.0
27.72,79.11,755,0.919,4,60.0,40.0
26.1,63.28,635,1.309,9,77.37,68.36
31.38,31.41,2065,0.962,6,60.0,40.0
31.31,69.74,1680,1.702,8,60.0,40.0
17.49,81.1,1847,1.917,4,60.0,40.0
27.33,65.31,1595,0.787,3,63.11,40.0
18.34,77.38,2051,1.823,5,60.0,40.0
24.58,75.39,2033,1.545,4,60.0,40.0
23.95,77.37,693,1.339,9,60.0,40.0
13.09,48.93,903,0.609,4,60.0,40.0
12.1,56.08,1233,1.058,6,60.0,40.0
13.16,76.64,1146,1.993,6,60.0,40.0
14.56,80.07,1441,1.437,4,60.0,40.0
17.15,38.08,1026,1.347,4,60.0,40.0
30.14,39.98,1876,0.457,8,60.0,40.0
22.37,49.08,612,0.913,2,90.22,105.38
27.94,72.37,1866,1.181,4,60.0,40.0
28.77,78.12,1229,1.427,7,60.0,40.0
26.7,61.91,608,1.771,1,73.31,64.49
19.83,36.23,1955,1.133,7,60.0,40.0
29.28,46.71,1315,0.839,8,60.0,40.0
26.84,77.14,1760,0.85,4,60.0,40.0
26.86,49.12,2006,0.62,6,68.92,58.25
30.03,35.65,655,0.633,5,60.0,40.0
23.97,46.61,1019,0.889,6,82.49,82.65
22.57,74.37,790,1.627,1,60.0,40.0
29.8,57.14,757,1.061,6,63.69,40.0
21.09,39.44,2113,1.775,5,60.0,40.0
28.23,47.19,1889,1.919,1,60.0,40.0
13.08,82.45,1184,0.521,8,60.0,40.0
12.03,53.76,1700,1.537,2,60.0,40.0
22.57,54.29,2071,0.536,6,87.49,100.65
13.47,38.42,953,0.515,8,60.0,40.0
31.53,46.75,623,0.841,9,60.0,40.0
12.11,74.81,1919,0.563,6,60.0,40.0
26.36,73.24,1756,1.461,7,60.0,40.0
16.87,53.95,856,1.546,6,81.61,82.95
31.35,79.15,1383,1.423,7,60.0,40.0
19.63,50.91,857,1.321,9,92.37,102.48
12.55,77.54,1564,1.65,5,60.0,40.0
12.54,31.74,1636,1.636,4,60.0,40.0
23.07,49.1,1043,1.792,2,87.28,93.93
31.73,77.03,1849,1.509,9,60.0,40.0
31.6,79.57,1358,0.969,9,60.0,40.0
18.75,71.6,1730,1.239,7,60.0,40.0
21.65,66.84,1624,1.185,6,72.71,60.54
14.01,74.85,1321,0.573,2,60.0,40.0
22.44,68.92,1068,1.699,9,67.54,50.98
23.99,43.98,927,1.861,1,71.77,60.8
17.02,55.64,1794,1.975,6,77.64,71.32
24.24,66.34,1627,0.797,3,72.17,58.59
29.99,62.33,1050,0.553,5,60.0,40.0
12.02,78.68,2147,0.578,1,60.0,40.0
16.58,56.06,1897,1.687,2,74.93,63.33
16.2,39.79,803,1.411,4,60.0,40.0
14.48,41.8,860,1.61,4,60.0,40.0
15.32,76.53,1470,1.848,8,60.0,40.0
24.52,30.48,764,0.762,6,60.0,40.0
14.05,77.8,2143,0.983,1,60.0,40.0
26.77,33.06,1621,1.668,9,60.0,40.0
29.74,51.54,706,0.815,6,60.0,40.0
30.53,74.01,1310,1.21,8,60.0,40.0
25.2,52.42,955,1.11,9,86.56,96.96
15.95,75.23,1385,1.352,5,60.0,40.0
13.71,35.52,995,1.981,2,60.0,40.0
16.64,58.13,1931,0.566,5,72.33,62.07
31.24,62.04,1754,1.175,7,60.0,40.0
31.25,79.0,2051,1.934,1,60.0,40.0
19.64,35.15,917,0.957,9,60.0,40.0
18.52,48.62,1217,1.585,4,81.24,81.21
22.2,66.26,1889,1.887,6,71.98,59.48
17.83,83.9,1198,0.785,9,60.0,40.0
31.59,76.66,1207,0.53,8,60.0,40.0
16.42,76.56,2178,0.521,7,60.0,40.0
19.38,58.45,1833,0.517,3,83.41,92.58
20.59,61.04,1977,0.961,5,85.29,91.65
14.5,77.22,1251,0.602,5,60.0,40.0
19.66,77.83,1537,1.048,8,60.0,40.0
29.13,74.13,1321,1.607,1,60.0,40.0
14.81,75.02,1320,0.877,1,60.0,40.0
23.68,78.38,804,1.167,2,60.0,40.0
20.13,36.26,1947,0.604,9,60.0,40.0
15.41,46.1,1225,1.517,5,60.45,40.0
12.25,83.69,1531,0.908,7,60.0,40.0
17.47,59.96,1971,0.616,1,77.63,70.9
13.24,39.71,1838,1.927,1,60.0,40.0
19.54,57.67,917,1.631,6,92.77,104.98
28.2,65.52,1590,1.444,7,60.0,40.0
26.39,75.55,1393,1.557,4,60.0,40.0
30.95,74.67,1016,1.081,1,60.0,40.0
20.54,32.71,665,0.877,5,60.0,40.0
26.16,54.94,1608,1.2,6,82.71,88.42
25.31,31.13,1848,1.72,2,60.0,40.0
16.34,78.85,2107,1.942,3,60.0,40.0
18.07,39.56,1168,1.368,7,60.0,40.0
22.6,64.37,1239,1.002,2,84.88,87.79
27.93,61.38,861,1.549,1,68.37,52.97
21.24,64.4,2175,1.515,6,80.07,74.01
16.55,60.99,1959,0.796,1,71.76,60.4
31.87,69.36,2132,1.097,4,60.0,40.0
14.31,64.44,1393,0.614,6,60.0,40.0
31.12,34.97,936,1.044,1,60.0,40.0
28.18,50.17,1517,1.62,6,68.55,53.17
28.78,60.06,1195,0.902,8,61.55,40.0
27.9,47.89,1157,1.413,9,67.64,50.47
16.16,71.82,732,0.924,3,60.0,40.0
24.65,47.48,717,0.635,3,81.08,85.91
27.13,75.58,1206,1.586,6,60.0,40.0
26.91,38.07,2082,1.343,6,60.0,40.0
17.43,72.32,1757,1.721,6,60.0,40.0
15.62,40.09,1817,1.486,3,60.0,40.0
18.56,59.04,975,1.708,1,83.17,89.21
21.6,47.63,1775,0.648,1,84.51,88.92
23.48,65.05,1250,1.383,9,77.32,76.13
28.74,41.7,695,0.988,4,60.0,40.0
27.38,73.75,1232,1.594,5,60.0,40.0
25.52,61.55,810,1.328,6,84.15,90.4
17.27,82.65,1966,0.487,2,60.0,40.0
21.58,69.15,1944,1.254,4,63.35,40.0
18.71,63.41,1060,1.591,4,78.2,74.06
16.7,75.6,1579,0.82,1,60.0,40.0
12.2,42.08,1182,1.447,6,60.0,40.0
18.79,64.8,847,1.745,2,71.08,65.34
17.12,51.47,1639,0.504,1,78.38,71.71
23.44,70.91,1816,1.325,6,60.0,40.0
13.25,31.35,1840,1.82,3,60.0,40.0
17.41,53.52,839,0.602,7,79.94,83.47
12.9,65.84,1420,0.831,5,60.0,40.0
24.83,55.34,638,1.401,1,91.39,105.2
23.36,43.09,744,1.336,7,73.6,70.0
18.75,55.54,730,1.669,1,88.26,98.78
14.95,76.74,692,1.406,3,60.0,40.0
31.16,41.38,1134,1.321,7,60.0,40.0
23.69,50.19,1172,1.123,4,93.31,104.05
25.58,84.47,1717,0.525,4,60.0,40.0
22.63,80.2,1128,1.346,2,60.0,40.0
28.13,31.87,825,0.651,4,60.0,40.0
29.93,59.17,2115,1.993,3,60.0,40.0
19.65,33.6,2001,0.526,9,60.0,40.0
25.8,80.81,799,0.521,7,60.0,40.0
16.6,54.28,1180,1.66,9,77.34,79.11
25.04,53.01,869,0.562,4,89.23,98.94
19.98,45.01,2135,1.048,9,71.68,61.52
12.14,61.29,1170,1.884,3,60.0,40.0
31.11,37.97,757,1.661,3,60.0,40.0
29.37,73.94,1763,0.773,3,60.0,40.0
17.82,57.02,1739,0.802,6,79.71,79.98
31.96,61.16,986,1.348,6,60.0,40.0
18.34,76.24,1114,1.178,1,60.0,40.0
21.18,40.18,1264,0.587,6,60.0,40.0
29.03,39.64,1028,0.654,9,60.0,40.0
18.09,53.14,1062,1.685,4,86.42,93.58
21.01,73.24,1883,0.952,7,60.0,40.0
25.31,33.22,1803,1.678,6,60.0,40.0
14.61,73.73,1708,0.704,9,60.0,40.0
20.45,57.54,1699,1.359,6,90.8,107.44
18.19,60.9,1435,1.208,5,81.28,80.47
25.54,61.04,1161,0.922,1,83.32,84.85
14.72,33.09,1753,1.374,8,60.0,40.0
16.65,43.74,786,0.599,4,61.82,40.0
26.23,71.54,826,1.77,9,60.0,40.0
15.12,52.67,802,1.589,3,69.6,51.31
20.44,60.83,1772,0.859,4,84.55,91.42
26.26,81.97,1546,1.328,8,60.0,40.0
27.31,32.54,1320,1.843,2,60.0,40.0
13.9,54.73,1362,1.076,3,60.0,40.0
29.04,49.87,1924,0.981,8,60.09,40.0
26.48,35.85,795,1.678,3,60.0,40.0
18.79,82.29,1213,0.402,9,60.0,40.0
27.28,82.88,1816,1.498,5,60.0,40.0
26.57,47.13,1653,0.745,8,69.09,56.56
24.02,82.07,1296,1.511,5,60.0,40.0
23.17,31.93,959,1.101,1,60.0,40.0
26.69,83.95,2114,0.432,8,60.0,40.0
31.99,75.98,1253,1.799,4,60.0,40.0
23.57,41.79,2005,1.274,4,66.62,46.79
28.17,62.98,1845,0.902,7,60.81,40.0
26.89,73.91,1978,1.525,3,60.0,40.0
29.12,47.56,627,1.194,4,60.95,40.0
31.09,49.46,1364,0.456,6,60.0,40.0
15.86,64.59,1015,1.44,6,63.13,40.0
15.31,38.09,1038,1.951,7,60.0,40.0
23.73,36.5,1032,0.755,1,60.0,40.0
20.99,43.74,1223,1.781,9,75.39,70.78
23.41,70.77,1257,1.394,6,60.0,40.0
27.96,50.16,1614,0.525,6,67.89,47.58
30.63,57.9,1081,1.568,8,60.0,40.0
20.35,40.75,1036,1.106,5,65.06,46.38
26.36,40.68,1177,1.67,1,60.0,40.0
15.94,65.77,1698,1.417,2,60.0,40.0
22.69,35.96,600,0.404,9,60.0,40.0
12.44,66.73,1795,0.602,9,60.0,40.0
22.08,52.04,1142,0.964,1,94.52,112.55
22.91,66.92,1522,1.171,7,71.24,57.49
26.71,51.0,1818,1.891,6,76.73,68.33
24.99,76.53,1417,1.715,2,60.0,40.0
19.17,33.06,1635,1.683,8,60.0,40.0
12.11,79.13,2072,1.263,5,60.0,40.0
14.31,44.78,648,0.549,3,60.0,40.0
31.46,32.34,1159,1.593,6,60.0,40.0
30.45,60.93,2083,0.538,9,60.0,40.0
18.5,42.34,1940,0.546,2,61.38,40.0
17.18,55.26,1587,0.808,6,78.11,73.16
20.73,74.13,967,1.876,7,60.0,40.0
25.8,73.54,1129,1.6,6,60.0,40.0
19.14,63.02,1973,0.523,6,74.04,68.38
13.35,83.78,1717,1.87,7,60.0,40.0
20.06,55.51,1057,1.653,3,91.05,107.88
17.21,32.17,812,1.366,1,60.0,40.0
18.5,75.07,1849,0.603,9,60.0,40.0
15.26,42.17,1522,0.912,3,60.0,40.0
25.18,39.69,2142,0.881,9,60.0,40.0
22.53,33.85,1250,1.424,3,60.0,40.0
17.42,48.03,1158,1.341,3,77.41,70.87
23.08,47.94,1065,0.844,1,88.07,98.5
21.85,46.65,1371,0.898,4,83.42,86.58
27.92,62.63,1116,1.23,9,66.79,47.79
31.12,71.33,717,1.753,9,60.0,40.0
14.61,81.58,1099,0.602,3,60.0,40.0
29.68,35.17,950,1.561,4,60.0,40.0
26.1,38.27,1905,1.993,7,60.0,40.0
25.85,62.44,977,1.6,9,79.9,76.97
19.49,35.4,1334,1.107,6,60.0,40.0
18.88,50.39,1676,1.571,2,85.29,83.59
12.11,64.35,839,1.777,4,60.0,40.0
31.64,72.93,1450,1.63,7,60.0,40.0
24.13,41.97,1955,0.42,1,63.34,41.95
20.05,66.74,1535,0.61,6,68.02,52.91
22.88,65.52,1372,0.571,7,72.65,68.53
12.81,77.28,1942,0.451,4,60.0,40.0
15.47,47.26,2116,1.543,5,60.0,40.0
24.47,71.26,1914,0.828,7,60.0,40.0
